9.012784269851088936e+00,1.672999976689183313e+03,2.199998846107087047e+01,9.999997452701503420e-01,6.199988768910407089e+01,6.999980788311222568e+01,1.300000023299318563e+01,2.999999978593413275e+00,1.990000019239598430e+02,2.468369573014893532e+09,2.468372549224571228e+09 ,1
3.599999088409939759e+03,4.820657583515872830e+04,1.336299984712312653e+04,1.000001920508630349e+00,2.629992418504625675e+02,8.299988759205825772e+01,1.399994522512750628e+01,5.000000032871429134e+00,2.169999961237857349e+02,1.539044199587334871e+09,2.468368394759351254e+09 ,0
6.999386757797765313e-04,9.472844685660675168e-04,5.300026021374378615e+01,2.000000419692817388e+00,6.462429034069200754e+08,8.299988759205825772e+01,1.299999999293617492e+01,2.999999985175615169e+00,2.169999961237857349e+02,2.468369544907854080e+09,2.503250078188851357e+09 ,0
3.599999088409939759e+03,1.718774356653564610e+03,6.337768872854763322e+04,1.000001920508630349e+00,9.266821973054619739e+05,5.435568914038613002e+02,1.299999999293617492e+01,5.000000032871429134e+00,1.869999940067614546e+02,4.057492048178946972e+08,1.125424493303382158e+09 ,0
3.471379218502527692e+03,4.802418591623820248e+04,3.508893760226783343e-04,5.070089762772573158e+05,2.629992418504625675e+02,1.000123675526532679e+03,1.299999999293617492e+01,-7.710424743123667213e-09,7.999999237579245914e+00,4.614004566647746563e+08,9.830836248397827148e+01 ,0
6.999386757797765313e-04,9.472844685660675168e-04,5.300026021374378615e+01,2.000000419692817388e+00,6.462429034069200754e+08,8.299988759205825772e+01,1.299999999293617492e+01,2.999999985175615169e+00,2.040000060069270660e+02,2.468369544907854080e+09,2.991909313861100197e+09 ,0
3.599939196434291262e+03,1.489210791413633524e+04,-4.410370297591725830e-05,9.999997452701503420e-01,2.775016198358128220e+07,1.387336692847579718e+08,2.000000093972726489e+00,-2.356881878551320142e-08,1.870000011744344590e+02,2.468369573014893532e+09,3.564482987443093300e+09 ,1
3.599999088409939759e+03,4.759251180889448733e+04,3.590231060466323834e+04,1.000001920508630349e+00,2.629992418504625675e+02,8.299988759205825772e+01,1.299999999293617492e+01,3.999999930365842005e+00,2.169999961237857349e+02,3.941374421335220337e+07,3.495447814291858673e+07 ,0
6.999386757797765313e-04,9.472844685660675168e-04,1.336299984712312653e+04,1.000001920508630349e+00,6.462429034069200754e+08,8.299988759205825772e+01,-1.653359582576285902e-07,2.999999985175615169e+00,7.999999237579245914e+00,2.468369527499603748e+09,2.468368394759351254e+09 ,0
1.087091847257549091e+02,4.654615711386324256e+04,1.336299984712312653e+04,2.500000016575893724e+01,2.629992418504625675e+02,2.763446365513609635e+02,3.000000340452219305e+00,2.999999985175615169e+00,1.900000041881732784e+02,2.468369544907854080e+09,2.468368394759351254e+09 ,0
6.999386757797765313e-04,1.574521318524879462e+03,5.300026021374378615e+01,8.999999051270080486e+00,2.629992418504625675e+02,8.299988759205825772e+01,1.999999911571151756e+00,-7.710424743123667213e-09,7.999999237579245914e+00,2.468369475274852753e+09,3.491174159828186035e+07 ,0
-1.213087614360119915e-06,1.060999960407634717e+03,6.667000131794053232e+03,3.099999924586970224e+01,6.199988768910407089e+01,6.999980788311222568e+01,1.299999995866449076e+01,2.999999978593413275e+00,8.000004983404750192e+00,2.468369572993158340e+09,2.388482177815895081e+08 ,1
6.999386757797765313e-04,7.999758785304584308e+01,5.300026021374378615e+01,1.000001920508630349e+00,5.745424219481210457e+02,8.913268549415442976e+01,1.999999911571151756e+00,2.999999985175615169e+00,8.700000148917338549e+01,1.365778212462527275e+09,1.296779411475454092e+09 ,0
2.808159681127103795e+03,2.718338651666858641e+04,4.429996967983797731e+02,2.000000419692817388e+00,2.629992418504625675e+02,8.299988759205825772e+01,1.200000000328605942e+01,2.999999985175615169e+00,4.899999922301385169e+01,2.468369544907854080e+09,1.249765555772564650e+09 ,0
-1.213087614360119915e-06,7.999989079213264631e+00,5.300004983960729987e+01,1.762480010020572226e+05,3.659997289116490720e+02,6.999980788311222568e+01,2.000000093972726489e+00,-2.356881878551320142e-08,1.990000019239598430e+02,2.468369615007259369e+09,3.753898773078039169e+09 ,1
